Year,Month,Monthly Anom,Monthly Unc,Annual Anom,Annual Unc,5-year Anom,5-year Unc,10-year Anom,10-year Unc,20-year Anom,20-year Unc
1776,5,-1.527,1.934,-1.118,1.660,-0.281,1.129,-0.321,0.898,-0.715,0.596
1776,6,0.591,2.358,-0.819,1.622,-0.339,1.196,-0.338,0.905,-0.715,0.582
1776,7,-0.688,1.977,-0.249,1.737,-0.312,1.266,-0.333,0.904,-0.706,0.579
1776,8,0.617,5.163,-0.227,2.016,-0.311,1.301,-0.328,0.903,-0.702,0.579
1776,9,-1.896,2.456,-0.127,2.173,-0.295,1.353,-0.334,0.916,-0.701,0.581
1776,10,-1.690,1.958,-0.203,2.045,-0.301,1.401,-0.345,0.914,-0.700,0.580
1776,11,-0.507,2.343,-0.104,2.433,-0.349,1.500,-0.318,0.915,-0.708,0.571
1776,12,1.176,3.300,-0.265,2.283,-0.397,1.494,-0.305,0.917,-0.712,0.570
1777,1,3.255,5.953,-0.375,2.287,-0.439,1.512,-0.310,0.867,-0.698,0.590
1777,2,1.223,4.241,-0.522,2.002,-0.437,1.509,-0.309,0.859,-0.702,0.604
1777,3,-0.402,1.981,-0.435,2.079,-0.402,1.519,-0.304,0.876,-0.708,0.608
1777,4,-2.566,1.562,-0.497,1.912,-0.384,1.511,-0.301,0.858,-0.700,0.605
1777,5,-0.343,3.033,-0.520,1.947,-0.334,1.511,-0.283,0.860,-0.694,0.607
1777,6,-1.343,2.318,-0.643,1.907,-0.295,1.544,-0.271,0.831,-0.691,0.608
1777,7,-2.007,2.147,-0.888,1.790,-0.317,1.539,-0.274,0.803,-0.689,0.603
1777,8,-1.145,2.320,-0.797,1.795,-0.348,1.524,-0.261,0.794,-0.693,0.601
1777,9,-0.852,3.390,-0.875,2.039,-0.379,1.526,-0.242,0.788,-0.698,0.597
1777,10,-2.440,3.214,-0.481,2.259,-0.281,1.507,-0.246,0.807,-0.701,0.598
1777,11,-0.773,2.809,-0.485,2.252,-0.216,1.487,-0.271,0.805,-0.712,0.593
1777,12,-0.304,4.417,-0.539,2.369,-0.183,1.456,-0.297,0.819,-0.704,0.596
1778,1,0.310,4.320,-0.274,2.356,-0.161,1.450,-0.302,0.776,-0.692,0.589
1778,2,2.324,2.670,-0.235,2.367,-0.183,1.437,-0.272,0.774,-0.676,0.595
1778,3,-1.337,5.298,-0.065,2.314,-0.207,1.419,-0.268,0.780,-0.664,0.591
1778,4,2.152,2.781,0.016,2.327,-0.215,1.404,-0.275,0.790,-0.656,0.590
1778,5,-0.381,2.661,-0.123,2.112,-0.247,1.366,-0.284,0.788,-0.649,0.588
1778,6,-2.001,4.232,-0.251,2.127,-0.229,1.330,-0.268,0.794,-0.644,0.593
1778,7,1.174,1.968,-0.419,1.938,-0.169,1.270,-0.277,0.793,-0.633,0.596
1778,8,-0.670,3.037,-0.507,2.181,-0.200,1.268,-0.276,0.796,-0.624,0.596
1778,9,1.189,2.164,-0.315,1.840,-0.182,1.282,-0.297,0.787,-0.619,0.598
1778,10,-1.472,3.082,-0.398,1.810,-0.178,1.252,-0.308,0.787,-0.611,0.595
1778,11,-2.445,2.590,-0.159,1.880,-0.159,1.242,-0.313,0.775,-0.603,0.599
1778,12,-1.830,4.528,-0.095,1.805,-0.202,1.214,-0.333,0.793,-0.609,0.603
1779,1,-1.709,2.747,-0.267,1.880,-0.194,1.183,-0.305,0.861,-0.603,0.617
1779,2,1.261,5.824,-0.216,1.848,-0.198,1.120,-0.330,0.892,-0.602,0.624
1779,3,0.967,2.469,-0.273,1.977,-0.198,1.108,-0.339,0.927,-0.600,0.634
1779,4,1.163,2.470,-0.138,1.768,-0.179,1.089,-0.355,0.950,-0.604,0.633
1779,5,2.485,3.198,0.048,1.870,-0.147,1.097,-0.415,0.963,-0.609,0.637
1779,6,-1.233,2.664,0.101,2.029,-0.170,1.041,-0.432,0.952,-0.614,0.640
1779,7,-0.889,2.361,0.242,1.803,-0.259,1.005,-0.445,0.953,-0.610,0.641
1779,8,-0.056,2.230,0.195,1.551,-0.315,0.974,-0.434,0.949,-0.608,0.643
1779,9,0.506,2.687,0.092,1.563,-0.350,1.001,-0.438,0.929,-0.603,0.643
1779,10,0.145,1.549,0.383,1.419,-0.305,0.988,-0.449,0.932,-0.591,0.648
1779,11,-0.214,2.216,0.452,1.424,-0.298,0.944,-0.438,0.922,-0.573,0.649
1779,12,-1.191,3.425,0.596,1.599,-0.273,0.907,-0.409,0.931,-0.550,0.644
1780,1,-0.021,5.526,0.773,1.704,-0.249,0.877,-0.431,0.941,-0.546,0.641
1780,2,0.695,4.614,0.698,1.856,-0.206,0.845,-0.469,0.944,-0.547,0.638
1780,3,-0.263,2.716,0.441,1.790,-0.186,0.807,-0.504,0.938,-0.531,0.636
1780,4,4.655,3.145,0.458,1.781,-0.158,0.807,-0.510,0.934,-0.538,0.646
1780,5,3.304,2.663,0.476,1.857,-0.173,0.785,-0.517,0.923,-0.535,0.647
1780,6,0.501,3.703,0.466,2.414,-0.193,0.725,-0.502,0.906,-0.527,0.643
1780,7,1.239,2.126,0.471,2.019,-0.254,0.665,-0.502,0.898,-0.518,0.638
1780,8,-0.958,2.760,0.335,1.758,-0.269,0.657,-0.500,0.888,-0.507,0.634
1780,9,-2.584,2.158,0.313,1.874,-0.262,0.659,-0.504,0.881,-0.504,0.634
1780,10,0.356,1.617,-0.193,1.507,-0.300,0.645,-0.520,0.882,-0.504,0.636
1780,11,-0.000,2.208,-0.499,1.161,-0.286,0.615,-0.540,0.865,-0.505,0.644
1780,12,-1.309,3.042,-0.705,1.042,-0.234,0.630,-0.536,0.847,-0.512,0.655
1781,1,0.036,4.201,-0.825,1.038,-0.271,0.617,-0.521,0.831,-0.522,0.658
1781,2,-0.940,5.105,-0.718,1.046,-0.264,0.593,-0.535,0.832,-0.504,0.657
1781,3,-0.525,2.258,-0.657,1.103,-0.325,0.569,-0.517,0.850,-0.492,0.652
1781,4,-1.415,1.797,-0.735,1.045,-0.327,0.577,-0.497,0.838,-0.476,0.647
1781,5,-0.366,1.846,-0.617,0.890,-0.344,0.552,-0.483,0.840,-0.474,0.639
1781,6,-1.976,1.489,-0.523,0.815,-0.327,0.565,-0.489,0.825,-0.477,0.645
1781,7,-0.198,1.456,-0.701,0.748,-0.298,0.628,-0.476,0.816,-0.477,0.645
1781,8,0.329,0.896,-0.803,0.798,-0.350,0.715,-0.477,0.799,-0.477,0.646
1781,9,-1.861,2.359,-0.967,0.847,-0.384,0.739,-0.461,0.791,-0.475,0.646
1781,10,-0.570,1.365,-0.834,0.887,-0.409,0.766,-0.452,0.788,-0.483,0.644
1781,11,1.410,2.882,-0.801,0.894,-0.480,0.733,-0.458,0.787,-0.476,0.645
1781,12,-0.184,3.131,-0.620,0.922,-0.468,0.740,-0.490,0.771,-0.470,0.651
1782,1,-2.100,2.792,-0.651,0.953,-0.451,0.741,-0.519,0.751,-0.472,0.629
1782,2,-2.162,3.114,-0.560,0.993,-0.432,0.748,-0.535,0.740,-0.461,0.631
1782,3,-2.498,4.080,-0.376,1.097,-0.475,0.734,-0.537,0.739,-0.452,0.634
1782,4,0.187,1.769,-0.392,1.308,-0.513,0.740,-0.522,0.734,-0.453,0.633
1782,5,0.033,2.052,-0.647,1.315,-0.542,0.738,-0.519,0.735,-0.444,0.634
1782,6,0.191,1.241,-0.759,1.317,-0.524,0.820,-0.501,0.735,-0.437,0.629
1782,7,-0.572,1.373,-0.862,1.182,-0.545,0.802,-0.493,0.727,-0.436,0.622
1782,8,1.421,1.235,-0.565,1.185,-0.590,0.777,-0.487,0.719,-0.442,0.617
1782,9,0.354,1.907,-0.434,1.202,-0.629,0.806,-0.495,0.710,-0.432,0.613
1782,10,-0.766,4.755,-0.459,1.174,-0.739,0.728,-0.485,0.717,-0.437,0.616
1782,11,-1.654,2.855,-0.424,1.076,-0.819,0.703,-0.486,0.707,-0.447,0.615
1782,12,-1.524,3.325,-0.347,1.101,-0.822,0.670,-0.492,0.700,-0.454,0.622
1783,1,-3.337,6.053,-0.386,1.051,-0.843,0.651,-0.515,0.688,-0.448,0.615
1783,2,1.407,2.848,-0.525,0.999,-0.818,0.647,-0.531,0.709,-0.433,0.625
1783,3,-0.928,2.019,-0.761,0.905,-0.801,0.645,-0.526,0.706,-0.428,0.628
1783,4,-0.112,1.311,-0.828,0.856,-0.824,0.676,-0.545,0.696,-0.428,0.634
1783,5,0.455,1.712,-0.980,0.835,-0.833,0.682,-0.548,0.683,-0.436,0.628
1783,6,1.112,2.602,-0.918,0.795,-0.842,0.684,-0.529,0.687,-0.434,0.626
1783,7,-1.038,1.134,-0.639,1.273,-0.874,0.748,-0.523,0.683,-0.434,0.625
1783,8,-0.250,1.120,-0.910,1.557,-0.871,0.810,-0.514,0.673,-0.435,0.626
1783,9,-2.478,1.279,-0.923,1.749,-0.853,0.844,-0.526,0.666,-0.438,0.624
1783,10,-1.572,1.763,-0.941,2.033,-0.816,0.875,-0.512,0.659,-0.441,0.626
1783,11,-3.474,1.863,-1.131,1.793,-0.807,0.873,-0.489,0.652,-0.431,0.624
1783,12,-0.780,3.166,-1.263,1.716,-0.776,0.877,-0.494,0.636,-0.445,0.622
1784,1,0.014,6.016,-1.166,1.816,-0.759,0.898,-0.472,0.650,-0.427,0.629
1784,2,-1.849,4.979,-1.056,1.985,-0.756,0.921,-0.493,0.672,-0.432,0.636
1784,3,-1.083,3.588,-1.021,1.816,-0.724,0.932,-0.509,0.673,-0.428,0.639
1784,4,-0.333,3.998,-1.069,1.792,-0.726,0.934,-0.524,0.670,-0.433,0.641
1784,5,-1.820,2.661,-0.940,1.680,-0.769,0.932,-0.546,0.676,-0.451,0.650
1784,6,-0.470,1.154,-0.885,1.691,-0.811,0.926,-0.538,0.678,-0.463,0.647
1784,7,0.124,2.023,-0.992,1.341,-0.779,0.923,-0.524,0.681,-0.477,0.650
1784,8,1.070,2.876,-1.007,1.174,-0.755,0.926,-0.526,0.676,-0.477,0.649
1784,9,-2.053,2.754,-1.133,1.066,-0.724,0.916,-0.532,0.675,-0.469,0.649
1784,10,-2.153,1.937,-1.266,0.917,-0.739,0.916,-0.545,0.679,-0.466,0.646
1784,11,-1.929,2.466,-1.240,1.060,-0.740,0.923,-0.539,0.682,-0.453,0.642
1784,12,-0.119,3.081,-1.174,1.026,-0.730,0.943,-0.530,0.694,-0.440,0.643
1785,1,-1.267,3.588,-1.186,0.966,-0.737,0.942,-0.529,0.674,-0.442,0.640
1785,2,-2.030,2.551,-1.231,0.903,-0.769,0.945,-0.536,0.662,-0.447,0.643
1785,3,-2.596,3.791,-1.188,1.002,-0.804,0.947,-0.540,0.661,-0.450,0.646
1785,4,-1.929,1.655,-1.095,1.059,-0.812,0.916,-0.590,0.634,-0.440,0.644
1785,5,-1.504,1.088,-0.978,1.136,-0.800,0.871,-0.626,0.629,-0.435,0.636
1785,6,0.315,2.192,-1.126,0.977,-0.790,0.883,-0.631,0.617,-0.434,0.629
1785,7,-0.024,0.918,-1.176,0.900,-0.776,0.940,-0.649,0.617,-0.431,0.627
1785,8,0.539,1.795,-1.068,0.880,-0.794,0.990,-0.643,0.614,-0.432,0.623
1785,9,-1.542,1.282,-0.806,0.892,-0.789,0.983,-0.629,0.608,-0.434,0.618
1785,10,-1.033,2.768,-0.582,0.929,-0.789,0.978,-0.637,0.615,-0.442,0.614
1785,11,-0.531,1.811,-0.438,1.014,-0.810,0.965,-0.643,0.622,-0.452,0.610
1785,12,-1.898,1.629,-0.478,1.092,-0.824,0.961,-0.639,0.641,-0.441,0.608
1786,1,-1.860,2.686,-0.406,1.214,-0.774,0.981,-0.643,0.669,-0.422,0.605
1786,2,-0.739,2.125,-0.406,1.201,-0.763,0.992,-0.636,0.699,-0.424,0.606
1786,3,0.558,3.264,-0.274,1.165,-0.727,0.990,-0.637,0.702,-0.426,0.609
1786,4,0.754,2.462,-0.245,1.032,-0.698,0.968,-0.620,0.716,-0.423,0.605
1786,5,0.221,1.425,-0.300,1.319,-0.634,0.967,-0.628,0.711,-0.417,0.603
1786,6,-0.160,1.314,-0.366,1.409,-0.662,0.912,-0.615,0.726,-0.416,0.599
1786,7,0.843,1.704,-0.224,1.276,-0.647,0.837,-0.621,0.731,-0.414,0.594
1786,8,0.532,1.856,-0.225,1.315,-0.635,0.796,-0.627,0.738,-0.414,0.587
1786,9,0.045,1.415,-0.323,1.074,-0.633,0.768,-0.615,0.744,-0.407,0.583
1786,10,-0.684,1.872,-0.446,0.961,-0.640,0.724,-0.621,0.741,-0.401,0.580
1786,11,-1.192,4.756,-0.469,0.980,-0.611,0.778,-0.633,0.732,-0.402,0.581
1786,12,-2.689,2.040,-0.386,1.127,-0.608,0.786,-0.634,0.724,-0.416,0.575
1787,1,-0.163,1.972,-0.541,1.072,-0.597,0.788,-0.634,0.720,-0.422,0.572
1787,2,-0.742,2.558,-0.626,1.026,-0.621,0.760,-0.613,0.722,-0.417,0.565
1787,3,-0.621,1.865,-0.777,1.067,-0.589,0.793,-0.600,0.728,-0.419,0.560
1787,4,-0.721,1.460,-0.823,1.221,-0.576,0.799,-0.605,0.734,-0.415,0.554
1787,5,-0.056,2.356,-0.801,0.935,-0.537,0.833,-0.604,0.729,-0.416,0.546
1787,6,0.834,1.827,-0.656,0.904,-0.535,0.790,-0.604,0.736,-0.409,0.540
1787,7,-1.013,1.665,-0.851,0.833,-0.513,0.742,-0.598,0.733,-0.403,0.534
1787,8,-0.491,1.213,-0.758,1.072,-0.482,0.730,-0.622,0.728,-0.398,0.527
1787,9,-1.763,1.667,-0.763,1.100,-0.451,0.686,-0.623,0.725,-0.394,0.521
1787,10,-1.242,2.722,-0.710,1.129,-0.442,0.693,-0.628,0.699,-0.384,0.519
1787,11,-0.930,2.746,-0.770,0.978,-0.432,0.699,-0.623,0.687,-0.386,0.519
1787,12,-0.941,2.054,-0.822,0.926,-0.441,0.713,-0.611,0.693,-0.385,0.519
1788,1,-2.509,3.229,-0.574,0.992,-0.455,0.727,-0.595,0.736,-0.387,0.518
1788,2,0.373,4.521,-0.497,0.964,-0.468,0.712,-0.595,0.748,-0.395,0.515
1788,3,-0.680,2.821,-0.377,0.905,-0.458,0.702,-0.587,0.747,-0.383,0.515
1788,4,-0.083,2.079,-0.256,0.812,-0.451,0.680,-0.582,0.750,-0.395,0.513
1788,5,-0.776,1.208,-0.149,0.747,-0.454,0.698,-0.588,0.739,-0.394,0.507
1788,6,0.215,1.222,-0.276,0.764,-0.435,0.728,-0.599,0.729,-0.387,0.505
1788,7,1.962,2.113,0.009,0.877,-0.412,0.696,-0.592,0.733,-0.392,0.501
1788,8,0.435,1.581,-0.119,0.783,-0.402,0.683,-0.595,0.739,-0.386,0.492
1788,9,-0.323,1.193,-0.142,0.868,-0.421,0.648,-0.579,0.743,-0.395,0.491
1788,10,0.207,1.299,-0.194,0.951,-0.423,0.636,-0.574,0.745,-0.391,0.490
1788,11,0.347,1.410,-0.138,1.027,-0.449,0.626,-0.550,0.744,-0.382,0.489
1788,12,-2.457,4.620,-0.178,1.002,-0.454,0.653,-0.557,0.723,-0.381,0.489
1789,1,0.910,2.769,-0.279,0.968,-0.484,0.640,-0.549,0.677,-0.376,0.491
1789,2,-1.165,2.165,-0.344,0.890,-0.498,0.630,-0.534,0.646,-0.387,0.498
1789,3,-0.961,2.374,-0.332,0.897,-0.507,0.633,-0.518,0.626,-0.399,0.496
1789,4,-0.707,1.517,-0.462,1.027,-0.516,0.631,-0.511,0.600,-0.403,0.492
1789,5,-0.096,2.164,-0.456,1.127,-0.497,0.603,-0.487,0.618,-0.414,0.490
1789,6,-0.272,0.981,-0.254,1.026,-0.457,0.597,-0.494,0.623,-0.409,0.489
1789,7,0.756,1.625,-0.325,0.805,-0.490,0.590,-0.508,0.626,-0.406,0.487
1789,8,-0.350,1.100,-0.239,0.775,-0.472,0.586,-0.520,0.623,-0.407,0.486
1789,9,-0.175,1.174,-0.222,0.811,-0.476,0.604,-0.499,0.640,-0.410,0.484
1789,10,-1.353,2.064,-0.276,0.872,-0.471,0.613,-0.483,0.635,-0.411,0.483
1789,11,0.423,2.334,-0.347,0.828,-0.468,0.601,-0.469,0.649,-0.410,0.482
1789,12,-0.034,1.627,-0.340,0.805,-0.479,0.596,-0.470,0.636,-0.409,0.489
1790,1,0.057,2.860,-0.475,0.788,-0.460,0.595,-0.454,0.627,-0.410,0.493
1790,2,-0.138,2.359,-0.469,0.816,-0.476,0.582,-0.424,0.630,-0.415,0.493
1790,3,-0.755,1.825,-0.530,0.846,-0.442,0.577,-0.396,0.614,-0.416,0.496
1790,4,-1.354,2.306,-0.468,0.796,-0.444,0.561,-0.371,0.610,-0.434,0.485
1790,5,-0.956,0.788,-0.565,0.773,-0.445,0.584,-0.353,0.611,-0.449,0.486
1790,6,-0.182,1.306,-0.626,0.709,-0.433,0.589,-0.365,0.623,-0.452,0.485
1790,7,-0.858,1.122,-0.667,0.861,-0.413,0.629,-0.361,0.627,-0.460,0.484
1790,8,-0.286,0.941,-0.669,0.835,-0.396,0.606,-0.365,0.620,-0.457,0.483
1790,9,-0.902,1.035,-0.654,0.986,-0.384,0.615,-0.365,0.618,-0.451,0.481
1790,10,-0.616,1.330,-0.489,1.112,-0.374,0.623,-0.365,0.606,-0.452,0.484
1790,11,-0.731,1.518,-0.519,1.212,-0.367,0.618,-0.364,0.610,-0.454,0.485
1790,12,-0.768,3.219,-0.542,1.223,-0.374,0.607,-0.346,0.614,-0.450,0.487
1791,1,-0.434,1.954,-0.551,1.241,-0.409,0.587,-0.323,0.599,-0.448,0.499
1791,2,-0.163,1.702,-0.552,1.312,-0.428,0.587,-0.313,0.596,-0.441,0.517
1791,3,-0.575,3.011,-0.520,1.315,-0.431,0.599,-0.335,0.577,-0.434,0.516
1791,4,0.625,1.345,-0.571,1.287,-0.450,0.620,-0.348,0.565,-0.433,0.520
1791,5,-1.322,1.457,-0.516,1.370,-0.467,0.616,-0.351,0.558,-0.429,0.512
1791,6,-0.452,1.385,-0.474,1.241,-0.452,0.638,-0.343,0.565,-0.424,0.513
1791,7,-0.966,0.963,-0.618,0.889,-0.450,0.623,-0.351,0.556,-0.424,0.517
1791,8,-0.297,1.195,-0.575,0.911,-0.433,0.606,-0.350,0.548,-0.429,0.518
1791,9,-0.529,1.078,-0.601,0.860,-0.402,0.606,-0.352,0.550,-0.424,0.521
1791,10,-1.217,1.092,-0.684,0.861,-0.382,0.607,-0.351,0.551,-0.418,0.521
1791,11,-0.078,1.986,-0.567,0.864,-0.363,0.592,-0.346,0.530,-0.426,0.514
1791,12,-0.268,1.569,-0.511,0.873,-0.381,0.596,-0.342,0.524,-0.423,0.512
1792,1,-2.156,2.338,-0.421,0.889,-0.419,0.600,-0.325,0.527,-0.408,0.514
1792,2,0.354,2.336,-0.516,0.826,-0.419,0.609,-0.299,0.516,-0.397,0.510
1792,3,-0.888,1.858,-0.449,0.801,-0.409,0.605,-0.302,0.516,-0.385,0.507
1792,4,-0.367,1.412,-0.464,0.839,-0.390,0.600,-0.308,0.512,-0.386,0.504
1792,5,0.076,1.189,-0.541,0.794,-0.400,0.610,-0.313,0.499,-0.390,0.499
1792,6,0.220,1.463,-0.534,0.806,-0.404,0.622,-0.317,0.488,-0.391,0.499
1792,7,0.119,1.101,-0.464,0.928,-0.394,0.636,-0.314,0.482,-0.389,0.497
1792,8,-1.442,0.803,-0.379,0.907,-0.366,0.647,-0.309,0.474,-0.397,0.494
1792,9,0.275,1.765,-0.302,0.855,-0.341,0.661,-0.293,0.469,-0.399,0.493
1792,10,-1.398,1.498,-0.228,0.825,-0.300,0.668,-0.284,0.458,-0.396,0.478
1792,11,-1.001,2.536,-0.263,0.761,-0.274,0.670,-0.285,0.464,-0.394,0.472
1792,12,-0.186,2.178,-0.300,0.769,-0.289,0.671,-0.279,0.465,-0.390,0.474
1793,1,-1.306,3.845,-0.322,0.808,-0.267,0.672,-0.258,0.472,-0.382,0.494
1793,2,1.365,3.831,-0.257,0.890,-0.261,0.677,-0.259,0.453,-0.393,0.498
1793,3,0.035,1.670,-0.323,0.864,-0.272,0.691,-0.239,0.456,-0.391,0.497
1793,4,0.531,1.860,-0.284,0.921,-0.279,0.684,-0.246,0.463,-0.387,0.498
1793,5,-0.350,1.303,-0.255,0.956,-0.275,0.685,-0.240,0.462,-0.389,0.494
1793,6,-0.221,1.459,-0.371,0.976,-0.257,0.650,-0.245,0.457,-0.393,0.489
1793,7,-0.152,2.134,-0.179,1.251,-0.234,0.605,-0.261,0.447,-0.388,0.491
1793,8,-0.658,1.620,-0.301,1.392,-0.224,0.607,-0.259,0.442,-0.384,0.492
1793,9,-0.513,1.417,-0.229,1.392,-0.249,0.596,-0.263,0.444,-0.373,0.492
1793,10,-0.931,2.027,-0.234,1.392,-0.273,0.591,-0.271,0.450,-0.364,0.490
1793,11,-0.660,3.132,-0.118,1.445,-0.254,0.591,-0.275,0.451,-0.351,0.491
1793,12,-1.568,1.881,-0.212,1.431,-0.232,0.578,-0.268,0.463,-0.352,0.487
1794,1,0.995,3.190,-0.328,1.393,-0.219,0.577,-0.280,0.456,-0.352,0.465
1794,2,-0.095,4.652,-0.302,1.356,-0.203,0.570,-0.281,0.452,-0.349,0.451
1794,3,0.890,2.060,-0.225,1.316,-0.198,0.562,-0.289,0.451,-0.349,0.445
1794,4,0.473,1.625,-0.163,1.231,-0.185,0.560,-0.282,0.448,-0.343,0.434
1794,5,1.042,1.373,-0.124,1.123,-0.195,0.552,-0.282,0.435,-0.332,0.437
1794,6,-1.347,1.534,-0.016,1.190,-0.226,0.541,-0.281,0.429,-0.330,0.436
1794,7,-1.547,1.885,-0.041,0.997,-0.159,0.551,-0.288,0.418,-0.326,0.436
1794,8,-0.349,1.985,0.092,0.863,-0.127,0.545,-0.288,0.415,-0.329,0.429
1794,9,0.422,1.720,0.082,0.960,-0.127,0.535,-0.288,0.408,-0.319,0.431
1794,10,-0.191,1.193,0.133,0.966,-0.145,0.535,-0.277,0.405,-0.311,0.428
1794,11,-0.190,2.034,0.100,0.874,-0.158,0.531,-0.281,0.408,-0.300,0.440
1794,12,-0.277,2.125,0.120,0.836,-0.156,0.533,-0.289,0.406,-0.303,0.432
1795,1,0.696,2.654,0.285,0.822,-0.168,0.519,-0.292,0.418,-0.296,0.431
1795,2,1.506,4.330,0.324,0.768,-0.142,0.517,-0.293,0.420,-0.290,0.433
1795,3,0.764,2.646,0.156,0.711,-0.144,0.501,-0.292,0.424,-0.277,0.421
1795,4,1.083,1.290,0.085,0.697,-0.124,0.493,-0.277,0.424,-0.270,0.418
1795,5,0.650,2.378,0.063,0.716,-0.125,0.470,-0.272,0.426,-0.264,0.415
1795,6,-1.107,1.555,0.109,0.730,-0.126,0.478,-0.272,0.427,-0.263,0.421
1795,7,0.430,1.277,0.134,0.673,-0.104,0.496,-0.271,0.426,-0.263,0.424
1795,8,0.122,1.085,0.041,0.650,-0.122,0.472,-0.272,0.426,-0.261,0.419
1795,9,-1.599,1.391,-0.195,0.635,-0.094,0.457,-0.273,0.430,-0.255,0.415
1795,10,-1.043,1.794,-0.351,0.669,-0.117,0.452,-0.267,0.430,-0.258,0.408
1795,11,-0.454,3.558,-0.421,0.620,-0.114,0.449,-0.265,0.427,-0.263,0.405
1795,12,0.282,1.912,-0.255,0.626,-0.117,0.434,-0.260,0.410,-0.252,0.407
1796,1,0.986,2.798,-0.308,0.622,-0.112,0.417,-0.253,0.392,-0.243,0.404
1796,2,0.401,2.223,-0.264,0.633,-0.091,0.408,-0.245,0.402,-0.241,0.404
1796,3,-2.073,1.760,-0.148,0.704,-0.095,0.404,-0.231,0.392,-0.246,0.395
1796,4,-0.789,1.420,-0.099,0.691,-0.091,0.393,-0.246,0.387,-0.251,0.392
1796,5,-0.194,0.853,-0.115,0.921,-0.084,0.372,-0.230,0.375,-0.251,0.390
1796,6,0.893,1.484,-0.319,0.978,-0.085,0.372,-0.233,0.367,-0.255,0.390
1796,7,-0.215,1.263,-0.247,1.083,-0.109,0.370,-0.226,0.370,-0.261,0.387
1796,8,0.655,1.835,-0.088,0.848,-0.129,0.396,-0.232,0.364,-0.261,0.384
1796,9,-0.211,2.234,0.011,0.810,-0.177,0.391,-0.232,0.365,-0.260,0.382
1796,10,-0.452,1.374,-0.046,0.809,-0.181,0.393,-0.215,0.370,-0.261,0.379
1796,11,-0.650,2.289,-0.085,0.861,-0.200,0.390,-0.220,0.362,-0.260,0.373
1796,12,-2.161,1.902,-0.134,0.837,-0.181,0.383,-0.212,0.368,-0.247,0.370
1797,1,1.852,3.813,-0.167,0.899,-0.157,0.377,-0.182,0.372,-0.253,0.368
1797,2,2.306,4.090,-0.208,0.888,-0.156,0.372,-0.180,0.365,-0.249,0.364
1797,3,-0.889,2.242,-0.180,0.831,-0.167,0.360,-0.170,0.354,-0.249,0.364
1797,4,-1.464,2.891,-0.157,0.763,-0.163,0.363,-0.168,0.345,-0.252,0.361
1797,5,-0.669,2.126,-0.191,0.766,-0.162,0.363,-0.176,0.339,-0.261,0.358
1797,6,0.307,1.053,-0.033,0.690,-0.174,0.383,-0.177,0.332,-0.265,0.355
1797,7,-0.606,1.051,-0.186,0.903,-0.189,0.402,-0.180,0.328,-0.262,0.357
1797,8,0.156,0.862,-0.354,0.706,-0.220,0.397,-0.172,0.327,-0.262,0.355
1797,9,0.128,1.160,-0.139,0.516,-0.243,0.417,-0.176,0.328,-0.253,0.356
1797,10,-0.177,1.316,-0.088,0.484,-0.254,0.423,-0.164,0.322,-0.248,0.351
1797,11,-1.062,1.772,-0.044,0.522,-0.271,0.450,-0.164,0.325,-0.244,0.357
1797,12,-0.254,1.613,-0.103,0.543,-0.255,0.475,-0.168,0.321,-0.236,0.355
1798,1,0.014,1.937,-0.043,0.547,-0.275,0.481,-0.170,0.321,-0.232,0.362
1798,2,0.289,1.934,-0.002,0.547,-0.282,0.475,-0.192,0.323,-0.238,0.359
1798,3,1.685,2.477,-0.080,0.557,-0.274,0.485,-0.194,0.327,-0.239,0.366
1798,4,-0.851,1.378,-0.122,0.588,-0.255,0.489,-0.193,0.334,-0.243,0.367
1798,5,-0.133,1.383,-0.050,0.624,-0.255,0.536,-0.190,0.335,-0.249,0.362
1798,6,-0.403,1.127,-0.165,0.719,-0.263,0.540,-0.186,0.338,-0.251,0.361
1798,7,0.106,0.907,-0.206,0.768,-0.271,0.517,-0.183,0.346,-0.259,0.363
1798,8,0.650,1.721,-0.338,0.869,-0.266,0.539,-0.172,0.348,-0.264,0.363
1798,9,-0.802,1.515,-0.641,0.801,-0.212,0.526,-0.167,0.350,-0.259,0.369
1798,10,-0.686,1.407,-0.553,0.741,-0.219,0.545,-0.154,0.354,-0.266,0.368
1798,11,-0.197,2.199,-0.552,0.717,-0.207,0.520,-0.152,0.375,-0.274,0.369
1798,12,-1.632,2.407,-0.536,0.696,-0.234,0.506,-0.147,0.389,-0.274,0.376
1799,1,-0.483,1.998,-0.552,0.693,-0.233,0.538,-0.155,0.389,-0.287,0.374
1799,2,-1.287,3.480,-0.632,0.799,-0.261,0.520,-0.164,0.414,-0.292,0.372
1799,3,-1.952,1.578,-0.580,0.838,-0.265,0.495,-0.180,0.430,-0.296,0.374
1799,4,0.196,1.114,-0.523,0.886,-0.245,0.494,-0.175,0.434,-0.296,0.375
1799,5,-0.119,0.892,-0.518,0.698,-0.245,0.476,-0.178,0.429,-0.303,0.370
1799,6,-0.206,0.801,-0.460,0.794,-0.197,0.487,-0.166,0.430,-0.304,0.371
1799,7,-0.083,1.534,-0.441,0.977,-0.204,0.456,-0.143,0.441,-0.315,0.375
1799,8,-0.313,0.888,-0.363,0.959,-0.233,0.499,-0.138,0.439,-0.317,0.374
